attrition,age,travel,department,distance,gender,job_satisf,marital,num_comp,total_exp,yrs_in comp,yrs_in_curr_role,yrs_since_prom,yrs_with_curr_mgr
No,41,Travel_Rarely,Sales,9,Male,3,Divorced,3,12,9,7,0,7
No,26,Travel_Rarely,Human Resources,25,Female,3,Married,1,8,8,7,5,7
No,30,Travel_Rarely,Human Resources,9,Male,4,Married,0,12,11,9,4,7
Yes,32,Travel_Rarely,Research & Development,9,Female,1,Single,7,10,5,4,0,4
No,38,Travel_Rarely,Research & Development,3,Female,3,Single,3,19,3,2,2,2
No,45,Travel_Rarely,Research & Development,9,Male,2,Divorced,8,20,17,9,0,15
No,29,Non-Travel,Research & Development,1,Male,3,Married,1,10,10,7,0,9
No,58,Travel_Rarely,Research & Development,9,Female,2,Married,4,9,1,0,0,0
No,22,Travel_Rarely,Research & Development,19,Male,4,Married,1,2,2,2,2,2
No,27,Non-Travel,Research & Development,9,Male,2,Divorced,6,6,2,2,2,2
No,50,Travel_Rarely,Research & Development,11,Female,2,Single,3,21,5,4,4,4
No,41,Travel_Rarely,Research & Development,14,Male,3,Divorced,4,13,9,8,1,8
Yes,19,Travel_Frequently,Sales,1,Female,1,Single,0,1,0,0,0,0
No,36,Travel_Frequently,Research & Development,3,Male,2,Single,4,13,8,7,7,2
Yes,19,Travel_Rarely,Research & Development,2,Male,4,Single,1,1,1,0,1,0
No,31,Travel_Rarely,Research & Development,12,Female,4,Married,8,7,4,2,0,2
No,33,Travel_Rarely,Research & Development,14,Female,2,Married,1,8,8,7,1,6
No,40,Travel_Rarely,Research & Development,4,Female,3,Married,1,21,20,8,9,9
No,51,Travel_Rarely,Research & Development,3,Female,2,Single,3,21,7,7,1,0
Yes,38,Travel_Rarely,Research & Development,29,Male,1,Married,7,17,1,0,0,0
No,36,Travel_Frequently,Research & Development,18,Female,4,Single,1,8,8,1,1,7
No,46,Travel_Rarely,Research & Development,1,Male,1,Divorced,7,17,4,2,0,3
Yes,32,Travel_Rarely,Sales,4,Male,4,Married,1,14,14,8,9,8
No,30,Non-Travel,Research & Development,1,Male,3,Single,1,12,11,8,5,8
Yes,30,Travel_Rarely,Research & Development,3,Female,1,Single,5,8,5,2,0,4
Yes,29,Travel_Rarely,Research & Development,1,Male,3,Single,0,7,6,2,1,5
No,37,Travel_Frequently,Research & Development,11,Male,4,Divorced,1,10,10,8,0,7
No,31,Non-Travel,Research & Development,1,Male,3,Married,0,6,5,4,1,4
No,37,Travel_Frequently,Sales,4,Male,4,Divorced,4,13,9,8,5,8
No,29,Travel_Frequently,Sales,1,Female,4,Married,1,11,11,10,4,1
No,40,Travel_Rarely,Research & Development,24,Male,4,Divorced,1,9,9,8,4,7
No,37,Travel_Rarely,Research & Development,1,Female,1,Married,2,17,3,1,0,2
No,39,Travel_Frequently,Research & Development,2,Female,3,Single,0,20,19,6,11,8
No,29,Travel_Rarely,Research & Development,15,Male,4,Single,1,6,6,5,1,5
Yes,31,Travel_Frequently,Research & Development,29,Male,2,Single,0,6,5,4,1,4
No,38,Non-Travel,Sales,2,Male,4,Married,3,13,8,7,7,5
No,46,Travel_Rarely,Sales,2,Female,2,Married,3,28,7,7,7,7
No,36,Travel_Rarely,Research & Development,6,Male,4,Married,0,16,15,13,10,11
No,55,Travel_Rarely,Research & Development,1,Male,1,Single,0,37,36,10,4,13
Yes,47,Non-Travel,Research & Development,29,Male,2,Married,1,10,10,7,9,9
No,37,Travel_Rarely,Sales,6,Male,4,Married,4,7,5,4,0,1
No,38,Travel_Rarely,Sales,7,Female,1,Divorced,1,8,8,0,7,7
No,53,Travel_Rarely,Research & Development,3,Male,3,Married,3,21,5,3,1,3
No,42,Travel_Rarely,Sales,1,Male,3,Married,1,20,20,16,11,6
Yes,44,Travel_Frequently,Research & Development,24,Male,3,Divorced,3,19,1,0,0,0
Yes,26,Travel_Rarely,Research & Development,16,Male,2,Divorced,2,5,3,2,0,2
No,49,Travel_Frequently,Research & Development,10,Female,1,Single,9,22,3,2,1,2
No,31,Travel_Frequently,Sales,5,Female,2,Divorced,1,2,2,2,2,2
No,51,Travel_Rarely,Research & Development,2,Male,2,Divorced,5,13,4,1,1,2
No,28,Travel_Rarely,Research & Development,16,Male,1,Single,0,9,8,3,0,7
No,31,Travel_Rarely,Sales,7,Male,4,Married,4,10,8,7,7,7
No,39,Travel_Rarely,Research & Development,1,Male,4,Divorced,0,19,18,10,3,7
No,58,Non-Travel,Research & Development,1,Male,3,Divorced,2,12,5,3,1,2
No,33,Travel_Frequently,Research & Development,5,Female,2,Married,6,12,10,6,8,8
Yes,28,Travel_Rarely,Research & Development,2,Male,4,Married,5,5,3,2,2,2
No,31,Travel_Frequently,Research & Development,7,Female,3,Married,1,10,10,9,8,9
No,33,Travel_Frequently,Sales,10,Male,4,Single,3,9,7,7,0,1
Yes,29,Travel_Rarely,Research & Development,8,Male,1,Married,1,7,7,7,0,7
No,29,Travel_Rarely,Research & Development,9,Male,4,Single,0,4,3,2,2,2
No,27,Travel_Rarely,Sales,8,Female,2,Married,1,8,8,7,0,7
No,38,Travel_Rarely,Research & Development,15,Male,4,Divorced,0,12,11,10,2,9
No,41,Travel_Rarely,Research & Development,6,Male,2,Single,6,8,5,4,1,2
No,42,Travel_Rarely,Human Resources,2,Male,3,Divorced,0,4,3,2,1,0
No,48,Travel_Rarely,Sales,29,Female,3,Married,3,15,0,0,0,0
No,37,Travel_Rarely,Research & Development,6,Male,1,Divorced,4,13,7,7,6,7
No,30,Non-Travel,Sales,25,Female,3,Married,7,4,2,2,2,2
Yes,33,Travel_Rarely,Sales,5,Female,3,Single,1,1,1,0,0,0
No,46,Non-Travel,Research & Development,7,Female,3,Married,2,7,1,0,0,0
No,50,Travel_Rarely,Research & Development,10,Male,4,Single,6,20,4,3,1,3
No,31,Travel_Rarely,Research & Development,9,Male,2,Single,0,3,2,2,2,2
Yes,21,Travel_Rarely,Sales,12,Female,2,Single,1,1,1,0,0,0
No,35,Travel_Rarely,Research & Development,9,Male,2,Single,9,10,1,1,0,0
Yes,34,Non-Travel,Sales,19,Male,4,Single,8,9,5,2,0,4
No,22,Travel_Rarely,Research & Development,11,Female,2,Married,1,2,2,1,1,2
No,36,Travel_Rarely,Sales,2,Male,3,Married,1,10,10,9,9,0
No,40,Travel_Rarely,Sales,2,Female,2,Divorced,7,8,5,4,1,3
No,25,Travel_Rarely,Sales,4,Female,4,Single,1,5,5,4,1,3
No,42,Travel_Frequently,Research & Development,29,Female,3,Divorced,2,19,5,4,0,2
No,30,Travel_Rarely,Research & Development,2,Female,4,Single,2,11,5,4,0,2
No,60,Travel_Rarely,Research & Development,7,Female,1,Married,5,33,29,8,11,10
No,26,Travel_Rarely,Research & Development,23,Female,4,Divorced,1,3,3,2,0,2
Yes,29,Travel_Rarely,Research & Development,25,Female,2,Married,5,6,2,2,1,1
Yes,33,Travel_Rarely,Research & Development,15,Male,3,Married,7,15,7,6,7,7
Yes,34,Travel_Frequently,Human Resources,23,Female,1,Divorced,9,11,3,2,0,2
Yes,22,Travel_Frequently,Research & Development,4,Male,3,Single,5,4,2,2,1,2
No,31,Travel_Rarely,Sales,2,Male,4,Single,4,10,6,5,0,5
No,29,Travel_Rarely,Research & Development,19,Male,4,Divorced,4,8,3,2,1,2
Yes,18,Travel_Frequently,Sales,5,Male,2,Single,1,0,0,0,0,0
No,24,Travel_Rarely,Research & Development,23,Male,4,Married,1,6,6,5,1,4
No,25,Travel_Rarely,Sales,13,Male,3,Married,1,7,7,4,0,6
Yes,31,Travel_Rarely,Sales,13,Male,1,Divorced,2,9,3,1,1,2
No,35,Travel_Rarely,Research & Development,25,Male,4,Single,4,9,3,2,0,2
No,37,Travel_Rarely,Sales,2,Male,3,Married,4,17,3,0,1,0
Yes,45,Travel_Frequently,Sales,26,Female,1,Married,2,5,1,1,0,0
No,37,Travel_Rarely,Research & Development,3,Male,3,Married,1,10,10,7,7,8
No,54,Travel_Rarely,Human Resources,19,Male,2,Married,2,16,9,7,7,1
No,29,Travel_Frequently,Research & Development,1,Male,4,Divorced,1,10,10,7,2,8
No,32,Travel_Rarely,Research & Development,3,Female,4,Single,3,10,7,7,7,7
No,40,Travel_Frequently,Sales,5,Male,1,Married,5,20,18,13,1,12
No,50,Travel_Rarely,Sales,8,Male,2,Married,7,4,2,2,2,2
Yes,28,Travel_Rarely,Research & Development,1,Female,2,Single,7,10,7,7,3,7
No,36,Non-Travel,Research & Development,8,Female,1,Married,9,10,8,7,0,5
No,30,Travel_Rarely,Sales,27,Male,4,Divorced,7,10,8,7,7,7
No,29,Travel_Rarely,Sales,10,Male,3,Single,1,1,1,0,0,0
No,40,Travel_Rarely,Research & Development,2,Female,4,Single,0,5,4,2,2,3
No,27,Travel_Rarely,Research & Development,7,Female,1,Single,8,9,7,6,0,7
No,52,Travel_Rarely,Sales,3,Male,1,Married,1,34,34,6,1,16
No,45,Travel_Rarely,Sales,2,Male,3,Single,0,9,8,7,3,1
No,34,Travel_Rarely,Sales,2,Male,4,Single,1,6,6,5,1,4
No,36,Non-Travel,Sales,8,Male,1,Single,1,10,10,7,0,9
No,34,Travel_Rarely,Research & Development,1,Female,4,Single,2,10,4,2,1,3
No,38,Travel_Frequently,Research & Development,2,Female,1,Single,6,17,15,7,4,12
No,30,Travel_Rarely,Research & Development,1,Male,3,Married,3,7,2,2,0,2
No,34,Travel_Rarely,Sales,8,Female,1,Married,5,6,3,2,1,2
No,24,Non-Travel,Research & Development,9,Male,2,Divorced,1,1,1,0,0,0
Yes,28,Travel_Rarely,Research & Development,2,Male,3,Single,6,5,2,2,2,1
No,30,Travel_Rarely,Research & Development,2,Female,4,Single,5,12,0,0,0,0
No,38,Travel_Frequently,Research & Development,12,Male,1,Divorced,2,13,4,3,1,2
Yes,49,Travel_Rarely,Sales,11,Female,4,Married,1,9,9,8,7,7
Yes,55,Travel_Rarely,Sales,2,Male,4,Single,4,12,9,7,7,3
No,27,Travel_Rarely,Research & Development,5,Male,4,Divorced,1,9,9,8,0,8
No,35,Travel_Rarely,Research & Development,7,Male,3,Single,3,17,8,5,1,6
No,28,Travel_Rarely,Sales,2,Female,2,Married,1,8,8,7,7,5
No,34,Travel_Rarely,Human Resources,3,Male,4,Married,0,4,3,2,0,2
No,51,Travel_Rarely,Sales,26,Female,3,Married,2,29,20,6,4,17
No,30,Travel_Frequently,Research & Development,5,Male,4,Divorced,9,10,5,4,0,3
No,52,Travel_Frequently,Research & Development,25,Female,4,Married,3,31,9,8,0,0
No,28,Travel_Rarely,Human Resources,8,Male,4,Divorced,1,6,5,1,0,4
No,22,Travel_Rarely,Research & Development,1,Male,4,Married,6,4,2,2,2,2
No,44,Travel_Rarely,Research & Development,8,Male,4,Married,2,10,3,2,0,2
No,25,Travel_Rarely,Sales,3,Male,1,Married,1,5,5,3,0,3
No,32,Travel_Frequently,Sales,5,Male,2,Married,1,10,10,8,5,3
No,53,Travel_Rarely,Sales,8,Male,4,Married,5,28,2,0,2,2
No,53,Travel_Rarely,Research & Development,23,Female,4,Single,6,33,12,9,3,8
No,43,Travel_Frequently,Research & Development,1,Female,4,Married,4,12,5,2,2,2
No,47,Travel_Rarely,Sales,2,Female,4,Married,0,8,7,6,7,7
No,50,Non-Travel,Research & Development,2,Male,1,Divorced,1,31,31,6,14,7
No,33,Travel_Rarely,Human Resources,3,Male,2,Divorced,3,7,4,3,0,3
Yes,32,Travel_Rarely,Research & Development,25,Male,4,Single,1,1,1,0,0,1
No,44,Travel_Rarely,Research & Development,9,Male,1,Married,1,8,8,7,7,1
Yes,20,Travel_Rarely,Sales,2,Female,3,Single,1,2,2,2,0,2
Yes,22,Travel_Rarely,Research & Development,3,Female,3,Married,0,4,3,2,0,2
No,27,Travel_Rarely,Research & Development,4,Female,3,Single,1,1,1,1,0,0
No,42,Travel_Rarely,Sales,14,Female,3,Single,7,10,5,4,0,3
No,31,Non-Travel,Sales,20,Female,3,Married,1,9,9,8,0,0
No,38,Travel_Rarely,Research & Development,1,Female,1,Married,1,15,15,12,5,11
No,32,Non-Travel,Research & Development,1,Female,2,Married,6,5,3,0,0,2
Yes,25,Travel_Rarely,Sales,19,Male,2,Married,1,1,1,0,0,0
No,31,Travel_Rarely,Research & Development,12,Female,4,Married,0,10,9,7,8,5
No,40,Travel_Frequently,Research & Development,9,Male,2,Divorced,8,3,1,1,0,0
No,32,Travel_Rarely,Research & Development,3,Female,1,Married,1,8,8,7,6,3
Yes,36,Travel_Rarely,Sales,3,Male,4,Married,1,16,16,7,3,7
Yes,37,Travel_Rarely,Sales,1,Male,3,Married,5,17,14,1,11,7
No,35,Travel_Rarely,Sales,18,Female,3,Married,1,5,5,2,1,0
No,30,Travel_Rarely,Sales,8,Male,3,Divorced,5,10,8,4,7,7
Yes,40,Non-Travel,Sales,24,Female,2,Single,4,22,1,0,0,0
Yes,31,Non-Travel,Research & Development,9,Male,1,Single,0,4,3,2,1,2
Yes,29,Travel_Rarely,Research & Development,10,Female,1,Single,6,3,0,0,0,0
No,50,Travel_Rarely,Research & Development,1,Male,4,Divorced,9,32,5,4,1,3
No,27,Travel_Rarely,Research & Development,16,Female,2,Married,9,4,2,2,2,2
No,45,Non-Travel,Research & Development,23,Male,1,Married,1,9,9,8,0,8
Yes,30,Travel_Rarely,Research & Development,22,Female,3,Married,4,7,5,2,0,1
Yes,35,Travel_Rarely,Research & Development,14,Male,2,Divorced,1,5,4,2,0,2
No,18,Non-Travel,Research & Development,5,Male,4,Single,1,0,0,0,0,0
Yes,20,Travel_Rarely,Research & Development,11,Female,1,Single,1,1,1,0,0,0
No,26,Travel_Rarely,Research & Development,2,Male,4,Married,1,8,8,7,1,3
No,22,Travel_Rarely,Research & Development,8,Male,1,Married,1,4,4,3,1,1
No,42,Travel_Rarely,Sales,5,Male,3,Married,6,21,1,0,0,0
No,55,Travel_Frequently,Research & Development,18,Male,2,Married,3,17,8,7,6,7
No,38,Travel_Rarely,Sales,3,Male,4,Single,8,19,1,0,0,0
Yes,36,Travel_Rarely,Research & Development,16,Female,1,Single,1,18,17,13,15,14
No,59,Travel_Rarely,Sales,1,Male,4,Married,3,14,6,4,0,4
No,53,Travel_Frequently,Sales,2,Female,2,Married,2,30,15,7,6,12
No,50,Travel_Rarely,Research & Development,2,Male,3,Married,2,29,8,1,7,7
No,26,Travel_Frequently,Research & Development,1,Female,3,Divorced,1,5,5,3,1,3
No,55,Non-Travel,Research & Development,2,Male,1,Single,7,31,9,7,6,2
No,30,Travel_Rarely,Research & Development,20,Male,1,Married,0,7,6,2,0,2
No,40,Travel_Rarely,Research & Development,20,Male,4,Married,4,14,11,10,11,1
No,55,Travel_Frequently,Research & Development,2,Male,2,Married,3,23,3,2,1,2
No,28,Travel_Rarely,Research & Development,10,Female,3,Single,3,10,8,7,1,7
Yes,44,Travel_Rarely,Human Resources,1,Male,1,Married,9,24,20,6,3,6
Yes,33,Travel_Rarely,Research & Development,25,Male,2,Single,4,5,2,2,2,2
No,33,Travel_Frequently,Sales,7,Female,2,Married,0,4,3,2,0,2
No,45,Non-Travel,Sales,9,Female,3,Married,1,15,15,10,4,12
No,29,Travel_Rarely,Research & Development,28,Female,4,Divorced,4,11,7,5,1,7
Yes,39,Travel_Frequently,Research & Development,2,Male,4,Divorced,7,21,18,7,11,5
No,34,Travel_Frequently,Research & Development,2,Male,3,Single,2,5,3,2,0,2
No,29,Travel_Frequently,Research & Development,10,Female,2,Divorced,0,8,7,5,1,1
No,42,Travel_Rarely,Research & Development,29,Male,4,Single,4,16,1,0,0,0
No,38,Travel_Rarely,Human Resources,1,Male,3,Married,1,7,7,6,5,0
No,41,Travel_Rarely,Research & Development,12,Male,4,Married,3,6,1,0,0,0
No,24,Travel_Rarely,Research & Development,24,Male,2,Single,8,6,4,3,1,2
No,26,Travel_Rarely,Research & Development,3,Male,4,Married,1,8,8,7,0,7
No,34,Travel_Frequently,Research & Development,1,Male,1,Single,0,14,13,9,4,9
Yes,43,Travel_Rarely,Sales,9,Female,3,Single,8,7,4,3,1,3
No,56,Travel_Rarely,Research & Development,4,Female,1,Divorced,4,28,5,2,4,2
No,45,Travel_Rarely,Research & Development,7,Female,3,Married,4,7,3,2,0,2
No,37,Travel_Rarely,Research & Development,1,Female,4,Married,1,14,14,8,3,11
Yes,44,Travel_Rarely,Research & Development,10,Male,3,Single,1,6,6,4,0,2
No,28,Travel_Rarely,Research & Development,19,Male,1,Married,1,6,6,5,3,3
No,42,Non-Travel,Human Resources,2,Male,1,Married,7,10,4,3,0,3
No,32,Travel_Frequently,Research & Development,2,Female,3,Single,4,10,8,7,0,7
No,36,Travel_Rarely,Research & Development,1,Female,1,Divorced,2,17,7,7,7,7
No,33,Travel_Rarely,Research & Development,9,Male,4,Married,0,15,14,10,4,10
No,25,Travel_Rarely,Sales,10,Male,4,Single,0,5,4,3,1,1
No,35,Non-Travel,Sales,8,Female,4,Married,4,16,13,2,4,12
No,31,Travel_Rarely,Research & Development,11,Male,1,Married,1,6,6,5,0,1
No,48,Travel_Rarely,Research & Development,2,Male,2,Single,5,7,1,0,0,0
No,27,Travel_Rarely,Research & Development,4,Male,3,Divorced,1,5,5,3,0,3
No,48,Travel_Rarely,Research & Development,1,Male,4,Single,6,25,1,0,0,0
Yes,45,Travel_Rarely,Sales,2,Female,2,Single,2,26,24,10,1,11
No,55,Non-Travel,Research & Development,8,Male,2,Divorced,1,34,33,9,15,0
No,34,Travel_Frequently,Research & Development,19,Female,2,Divorced,4,15,11,8,5,10
No,28,Travel_Frequently,Research & Development,1,Male,3,Single,0,5,4,2,0,2
No,44,Travel_Rarely,Research & Development,4,Male,1,Divorced,1,26,25,9,14,13
No,35,Travel_Rarely,Research & Development,6,Male,3,Married,0,4,3,2,2,2
No,42,Travel_Rarely,Research & Development,7,Female,2,Married,6,18,1,0,0,0
No,51,Travel_Frequently,Research & Development,6,Female,3,Single,0,8,7,0,7,7
No,25,Travel_Rarely,Research & Development,1,Female,2,Single,1,2,2,2,2,1
No,28,Non-Travel,Research & Development,1,Female,4,Married,0,10,9,8,7,5
Yes,44,Travel_Rarely,Research & Development,3,Male,1,Married,4,10,3,2,1,2
No,56,Travel_Rarely,Human Resources,8,Male,2,Single,6,36,7,3,7,7
No,34,Travel_Rarely,Research & Development,9,Male,4,Divorced,0,10,9,7,1,6
No,25,Travel_Rarely,Research & Development,19,Male,4,Married,3,7,3,2,1,2
Yes,58,Travel_Rarely,Research & Development,7,Female,1,Married,7,31,10,9,5,9
No,40,Travel_Rarely,Research & Development,1,Male,2,Married,3,7,4,2,0,3
No,27,Travel_Rarely,Sales,11,Female,4,Married,8,5,1,0,0,0
No,51,Travel_Rarely,Research & Development,11,Female,2,Single,3,29,5,2,0,3
No,27,Travel_Frequently,Sales,2,Male,4,Single,3,8,6,2,0,0
Yes,55,Travel_Rarely,Sales,13,Male,3,Single,6,24,19,7,3,8
No,34,Travel_Rarely,Research & Development,29,Male,3,Married,4,10,8,7,7,7
Yes,31,Travel_Frequently,Sales,2,Female,4,Single,7,3,1,0,0,0
No,34,Travel_Rarely,Research & Development,2,Female,4,Single,1,14,14,11,4,11
No,39,Travel_Rarely,Sales,21,Male,4,Married,3,8,5,4,1,4
No,37,Travel_Rarely,Research & Development,4,Male,3,Married,7,8,6,4,1,3
No,42,Travel_Rarely,Human Resources,10,Female,1,Married,0,21,20,7,0,9
No,37,Travel_Rarely,Research & Development,11,Female,3,Single,4,8,3,2,0,2
No,35,Travel_Frequently,Research & Development,18,Male,4,Single,2,10,2,2,2,2
No,25,Travel_Rarely,Research & Development,1,Male,4,Married,4,7,3,2,0,2
No,29,Travel_Rarely,Human Resources,17,Male,1,Single,1,10,10,9,0,9
No,54,Travel_Rarely,Research & Development,1,Female,4,Single,6,29,20,7,12,7
Yes,31,Travel_Frequently,Sales,1,Female,3,Single,1,1,1,0,0,0
No,31,Travel_Rarely,Research & Development,8,Female,2,Single,3,9,3,2,1,0
No,34,Travel_Frequently,Research & Development,1,Male,1,Divorced,5,10,4,3,1,3
No,36,Travel_Rarely,Research & Development,4,Male,4,Single,1,10,10,4,1,8
No,47,Travel_Rarely,Research & Development,1,Male,4,Married,7,17,6,5,1,2
No,47,Travel_Rarely,Research & Development,2,Female,3,Married,3,26,20,17,5,6
No,32,Travel_Rarely,Sales,7,Male,4,Married,4,7,4,3,0,3
No,31,Travel_Rarely,Sales,8,Male,4,Divorced,1,13,13,7,9,9
Yes,46,Travel_Rarely,Sales,9,Male,4,Divorced,4,28,7,7,4,3
No,31,Travel_Rarely,Human Resources,8,Female,2,Single,9,8,3,2,0,2
No,40,Non-Travel,Research & Development,8,Male,2,Divorced,2,16,9,8,4,8
No,28,Travel_Rarely,Sales,5,Male,1,Single,0,6,5,4,1,3
No,53,Travel_Rarely,Research & Development,2,Male,2,Single,4,35,9,8,8,8
No,40,Travel_Rarely,Research & Development,2,Male,3,Divorced,2,8,3,1,1,2
No,44,Travel_Rarely,Research & Development,20,Male,2,Single,1,6,5,2,1,3
No,42,Travel_Frequently,Research & Development,9,Female,4,Single,1,12,12,9,5,8
No,44,Travel_Frequently,Sales,1,Female,3,Married,7,11,1,0,0,0
No,30,Non-Travel,Research & Development,7,Male,3,Divorced,1,1,1,0,0,0
No,57,Travel_Rarely,Research & Development,1,Male,3,Married,0,13,12,9,2,8
No,44,Travel_Frequently,Research & Development,2,Male,3,Single,5,16,2,2,2,2
No,29,Travel_Rarely,Sales,19,Male,3,Divorced,1,10,10,7,0,4
Yes,28,Travel_Frequently,Research & Development,2,Male,1,Single,7,8,0,0,0,0
No,28,Travel_Rarely,Research & Development,29,Male,2,Married,1,8,8,6,1,7
No,33,Travel_Rarely,Research & Development,8,Male,3,Single,2,14,0,0,0,0
No,44,Travel_Rarely,Research & Development,28,Male,1,Married,3,24,20,6,14,17
No,35,Travel_Rarely,Research & Development,16,Female,2,Single,1,11,11,8,3,3
No,50,Travel_Frequently,Research & Development,22,Male,4,Single,1,32,32,6,13,9
No,45,Travel_Rarely,Research & Development,28,Male,4,Married,4,8,5,4,0,3
No,33,Travel_Rarely,Research & Development,28,Male,3,Married,1,15,15,14,5,7
No,40,Travel_Rarely,Human Resources,6,Male,4,Single,1,21,21,7,7,7
No,24,Travel_Rarely,Research & Development,21,Male,1,Divorced,0,2,1,1,0,0
No,40,Non-Travel,Research & Development,8,Male,4,Divorced,3,8,2,2,2,2
No,32,Travel_Rarely,Research & Development,5,Female,2,Married,3,12,7,1,2,5
No,48,Travel_Rarely,Sales,16,Female,3,Divorced,8,18,8,7,7,7
No,29,Travel_Rarely,Research & Development,9,Male,3,Married,6,5,1,0,0,0
No,26,Travel_Rarely,Research & Development,3,Female,4,Married,1,1,1,0,0,0
No,36,Travel_Rarely,Sales,1,Female,3,Single,6,15,1,0,0,0
No,39,Travel_Rarely,Sales,6,Male,3,Married,2,11,7,6,7,6
No,29,Travel_Frequently,Research & Development,2,Male,4,Divorced,1,6,6,4,1,3
No,23,Travel_Rarely,Research & Development,10,Male,3,Married,2,4,2,2,2,2
No,22,Non-Travel,Research & Development,26,Female,3,Married,1,4,4,2,1,3
No,44,Travel_Rarely,Research & Development,7,Female,4,Divorced,0,23,22,7,1,10
No,45,Travel_Rarely,Research & Development,5,Female,1,Single,1,10,10,7,1,4
No,31,Travel_Frequently,Sales,2,Male,1,Single,7,10,5,2,0,3
No,36,Travel_Rarely,Research & Development,12,Female,3,Married,9,7,3,2,1,1
No,47,Travel_Rarely,Human Resources,26,Female,3,Married,3,27,5,2,1,0
No,40,Travel_Rarely,Research & Development,15,Female,3,Married,1,18,18,15,14,12
No,37,Travel_Rarely,Research & Development,19,Male,3,Married,3,9,4,3,0,2
No,45,Travel_Rarely,Research & Development,2,Female,4,Divorced,1,10,10,7,3,9
Yes,35,Travel_Rarely,Sales,10,Male,1,Married,9,15,13,12,6,0
No,27,Travel_Rarely,Research & Development,8,Female,3,Married,7,5,3,2,0,2
No,27,Travel_Frequently,Research & Development,2,Male,4,Single,2,6,4,2,1,2
No,25,Travel_Frequently,Research & Development,2,Male,3,Divorced,1,7,7,7,0,7
No,39,Travel_Rarely,Research & Development,12,Male,2,Married,4,7,5,4,1,0
No,20,Travel_Rarely,Sales,2,Female,3,Single,1,2,2,2,2,2
No,36,Travel_Rarely,Research & Development,7,Male,2,Single,2,15,4,3,1,3
No,36,Travel_Rarely,Research & Development,3,Male,1,Divorced,6,13,5,4,0,4
